Img_3_1_1.jpg,Img_3_1_2.jpg,Img_3_1_3.jpg,Img_3_1_4.jpg,Img_3_1_5.jpg
0.12747918,0.16124138,0.25668395,0.0755332,0.13712405
0.021995641,0.10705918,0.06123403,0.004601994,0.10162856
2.753005,2.7891052,2.3287754,2.2626846,1.9825617
0.0,0.0,0.0,0.0,0.0
5.8555036,5.8453674,5.672149,4.365541,4.452118
1.024478,1.0423905,1.1011227,0.76637703,1.1371844
1.0387505,0.88035625,0.93919605,0.73891497,0.76831585
1.7184844,2.2224305,2.3375247,1.938804,2.480723
1.990673,1.7973851,1.4245859,1.2810551,1.1733314
0.21957096,0.4054614,0.38553557,0.18411988,0.017168874
0.4163354,0.519335,0.71281075,0.3337039,0.37549672
0.5381871,0.6171754,0.42237243,0.14892775,0.13713083
1.3389703,1.5162238,1.0139049,0.96803224,1.0961721
0.10671224,0.19420508,0.13575175,0.07887887,0.1056743
0.89103156,1.260578,1.3944799,0.52570033,0.7697224
0.9070706,0.93398035,1.0785427,0.8861231,0.7454628
0.7296488,0.15947863,0.41606838,0.319788,0.3701974
0.5403434,1.0601624,0.7381234,0.25366104,0.5495465
0.070059896,0.2856636,0.35251835,0.094139524,0.3579544
0.27690592,0.31989715,0.19121107,0.23534615,0.38113233
0.0868713,0.05526606,0.014229497,0.04117705,0.0
0.035640355,0.14165941,0.0057225428,0.09677287,0.17855205
0.3069346,0.18676001,0.11256043,0.19358504,0.39138168
0.44961673,0.45953202,0.4522551,0.17302044,0.5050919
0.9019592,1.3266522,0.909954,1.2570373,1.034101
1.2578225,1.4424337,1.5067261,0.9997826,1.1357982
1.9753723,2.259616,1.9177653,1.2716101,1.3354071
0.1291773,0.13016103,0.08918111,0.16540655,0.36031893
0.6595186,1.0536399,0.99040675,0.34285063,0.5912885
0.5043514,0.9429776,0.56124085,0.3652966,0.24732539
0.41668266,0.15895152,0.27755812,0.16400167,0.01257405
1.1122458,0.66707945,0.7048711,0.7165077,0.9799843
0.6865817,0.9336041,0.8069278,1.064554,0.82162625
0.4131801,0.31689936,0.3787008,0.21463224,0.19804251
0.7767973,0.5572083,0.5269524,1.1236813,0.8913065
1.0295398,0.63692784,0.8396304,1.2345862,0.57804114
2.081011,2.7220898,2.3162327,2.307764,2.7134552
3.0479062,3.017065,3.212189,3.3069227,2.514452
0.04242633,0.031226948,0.09637302,0.4049184,0.037040975
0.009649065,0.2039149,0.10470639,0.033185307,0.26947019
1.5363469,1.2531133,1.3638264,0.98947114,0.94350743
1.1696079,0.52305865,0.837075,1.3366858,0.6151336
0.51019007,0.30031502,0.46458843,0.71129704,0.7138298
